LCSC,Type,MPN,Manufacturer,Category,Subcategory,Package,Description,Stock,Unit_Price,Process,Min_Qty
C17444,Basic,0805W8F1202T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 12kΩ 150V Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,326039,$0.0024,SMT,20
C17470,Basic,0805W8F1503T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 150kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,819430,$0.0020,SMT,20
C17471,Basic,0805W8F1500T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 150Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,588380,$0.0023,SMT,20
C17475,Basic,0805W8F1502T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 15kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,976670,$0.0021,SMT,20
C17477,Basic,0805W8F0000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 0Ω 125mW 150V Thick Film Resistor ±1% ±800ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,5524253,$0.0019,SMT,20
C17513,Basic,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 1kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,7528143,$0.0023,SMT,20
C17514,Basic,0805W8F1004T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 1MΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,2586677,$0.0024,SMT,20
C17520,Basic,0805W8F2201T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 2.2kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1398781,$0.0020,SMT,20
C17521,Basic,0805W8F220KT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 2.2Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,693033,$0.0033,SMT,20
C17526,Basic,0805W8F2401T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 2.4kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,89854,$0.0023,SMT,20
C17530,Basic,0805W8F2701T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 2.7kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,541174,$0.0019,SMT,20
C17539,Basic,0805W8F2003T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 200kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,303089,$0.0024,SMT,20
C17540,Basic,0805W8F2000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 200Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1053602,$0.0021,SMT,20
C17544,Basic,0805W8F200JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 20Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,893462,$0.0019,SMT,20
C17556,Basic,0805W8F2203T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 220kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,432877,$0.0020,SMT,20
C17557,Basic,0805W8F2200T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 220Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,948697,$0.0022,SMT,20
C17560,Basic,0805W8F2202T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 22kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1393361,$0.0020,SMT,20
C17561,Basic,0805W8F220JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 22Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1593580,$0.0022,SMT,20
C17575,Basic,0805W8F2402T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 24kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,143719,$0.0024,SMT,20
C17593,Basic,0805W8F2702T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 27kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,188190,$0.0021,SMT,20
C17604,Basic,0805W8F2001T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 2kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1770016,$0.0023,SMT,20
C17614,Basic,0805W8F3901T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 3.9kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,500770,$0.0025,SMT,20
C17617,Basic,0805W8F3000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 300Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,481212,$0.0024,SMT,20
C17621,Basic,0805W8F3002T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 30kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,285985,$0.0020,SMT,20
C17630,Basic,0805W8F3300T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 330Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1404566,$0.0021,SMT,20
C17633,Basic,0805W8F3302T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 33kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,685922,$0.0022,SMT,20
C17634,Basic,0805W8F330JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 33Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,600711,$0.0019,SMT,20
C17655,Basic,0805W8F3900T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 390Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,215620,$0.0021,SMT,20
C17661,Basic,0805W8F3001T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 3kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1399240,$0.0023,SMT,20
C17673,Basic,0805W8F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 4.7kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,5544011,$0.0017,SMT,20
C17675,Basic,0805W8F470KT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 4.7Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,182343,$0.0033,SMT,20
C17709,Basic,0805W8F4703T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 470kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,513425,$0.0020,SMT,20
C17710,Basic,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 470Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1562108,$0.0021,SMT,20
C17713,Basic,0805W8F4702T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 47kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1295113,$0.0018,SMT,20
C17714,Basic,0805W8F470JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 47Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,564256,$0.0020,SMT,20
C17720,Basic,0805W8F499JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 49.9Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,223117,$0.0019,SMT,20
C17724,Basic,0805W8F510KT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 5.1Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,172749,$0.0041,SMT,20
C17734,Basic,0805W8F5100T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 510Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,1195275,$0.0021,SMT,20
C17737,Basic,0805W8F5102T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 51kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,930463,$0.0020,SMT,20
C17738,Basic,0805W8F510JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 51Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,550557,$0.0023,SMT,20
C17772,Basic,0805W8F6801T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 6.8kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,632887,$0.0020,SMT,20
C17798,Basic,0805W8F6800T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 680Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,693540,$0.0025,SMT,20
C17801,Basic,0805W8F6802T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 68kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,283851,$0.0018,SMT,20
C17828,Basic,0805W8F8201T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 8.2kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,305754,$0.0019,SMT,20
C25271,Basic,0805W8F100KT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 1Ω Thick Film Resistor ±1% ±200ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,736676,$0.0036,SMT,20
C26010,Basic,0805W8F3301T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 3.3kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,2087853,$0.0020,SMT,20
C27834,Basic,0805W8F5101T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 5.1kΩ Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,5267806,$0.0022,SMT,20
C28636,Basic,0805W8F5600T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 125mW 150V 560Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,453789,$0.0021,SMT,20
C149504,Basic,0805W8F1003T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0805,-55℃~+155℃ 100kΩ 125mW 150V Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount ROHS,3060566,$0.0021,SMT,20
C4410,Basic,1206W4F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 1kΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,2856938,$0.0040,SMT,15
C17887,Basic,1206W4F3000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 200V 250mW 300Ω Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,547455,$0.0043,SMT,15
C17888,Basic,1206W4F0000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 0Ω 200V 250mW Thick Film Resistor ±1% ±800ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,1397081,$0.0035,SMT,15
C17900,Basic,1206W4F1003T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 100kΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,1001219,$0.0041,SMT,15
C17901,Basic,1206W4F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 100Ω 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,1408970,$0.0037,SMT,15
C17902,Basic,1206W4F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 10kΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,1711790,$0.0043,SMT,15
C17903,Basic,1206W4F100JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 10Ω 200V 250mW Thick Film Resistor ±1% ±400ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,2037962,$0.0032,SMT,15
C17909,Basic,1206W4F1200T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 120Ω 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,611541,$0.0045,SMT,15
C17927,Basic,1206W4F1004T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 1MΩ 200V 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,1437612,$0.0032,SMT,15
C17928,Basic,1206W4F100KT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 1Ω 200V 250mW Thick Film Resistor ±1% ±200ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,428401,$0.0058,SMT,15
C17936,Basic,1206W4F4701T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 200V 250mW 4.7kΩ Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,1766472,$0.0034,SMT,15
C17944,Basic,1206W4F2001T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 200V 250mW 2kΩ Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,871600,$0.0041,SMT,15
C17955,Basic,1206W4F200JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 200V 20Ω 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,469038,$0.0045,SMT,15
C17958,Basic,1206W4F220JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 200V 22Ω 250mW Thick Film Resistor ±1% ±100ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,399580,$0.0044,SMT,15
C25334,Basic,1206W4F100LT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,1206,-55℃~+155℃ 100mΩ 200V 250mW Thick Film Resistor ±1% ±800ppm/℃ 1206 Chip Resistor - Surface Mount ROHS,446195,$0.0062,SMT,15
C1980,Basic,4D03WGJ0472T5E,UNI-ROYAL(Uniroyal Elec),Resistors,"Resistor Networks, Arrays",0603x4,"4 4.7kΩ 62.5mW 8 ±200ppm/℃ ±5% 0603x4 Resistor Networks, Arrays ROHS",274582,$0.0094,SMT,1
C20197,Basic,4D03WGJ0102T5E,UNI-ROYAL(Uniroyal Elec),Resistors,"Resistor Networks, Arrays",0603x4,"1kΩ 4 62.5mW 8 ±200ppm/℃ ±5% 0603x4 Resistor Networks, Arrays ROHS",464471,$0.0060,SMT,1
C29718,Basic,4D03WGJ0103T5E,UNI-ROYAL(Uniroyal Elec),Resistors,"Resistor Networks, Arrays",0603x4,"10kΩ 4 62.5mW 8 ±200ppm/℃ ±5% 0603x4 Resistor Networks, Arrays ROHS",801259,$0.0073,SMT,1
C78395,Basic,P6SMB6.8CA/TR13,Brightking Elec (TAIWAN),TVS/Fuse/Board Level Protection,TVS,SMB(DO-214AA),10.5V 1uA 5.8V 58.1A 6.45V 600W Bidirectional TVS SMB(DO-214AA) ESD and Surge Protection (TVS/ESD) ROHS,495989,$0.0490,SMT,5
C32677,Basic,PSM712-LF-T7,ProTek Devices,TVS/Fuse/Board Level Protection,TVS,SOT-23,-55℃~+150℃ 12V 13.3V 19V 1uA、20uA 30A@8/20us、34A@8/20us 600W@8/20us 75pF IEC 61000-4-2、IEC 61000-4-5、IEC 61000-4-4 TVS U,223826,$0.3088,SMT,5
C7420377,Basic,SMBJ6.5CA,hongjiacheng,TVS/Fuse/Board Level Protection,TVS,DO-214AA(SMB),-55℃~+150℃ 1 11.2V 500uA 53.57A 6.5V 600W 7.22V Bidirectional IEC 61000-4-2 TVS DO-214AA(SMB) ESD and Surge Protection (,707848,$0.0350,SMT,5
C2145,Basic,MMBT5551(RANGE:200-300),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 NPN 160V 200 200mV 300MHz 300mW 50nA 600mA 6V NPN SOT-23 Bipolar (BJT) ROHS,1821583,$0.0127,SMT,10
C2146,Basic,S8050 J3Y(RANGE:200-350),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 NPN 100nA 150MHz 200 25V 300mW 500mA 5V 600mV NPN SOT-23 Bipolar (BJT) ROHS,1699097,$0.0123,SMT,10
C2150,Basic,SS8050(RANGE:200-350),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 NPN 1.5A 100MHz 100nA 200 25V 300mW 500mV 5V NPN SOT-23 Bipolar (BJT) ROHS,2677512,$0.0126,SMT,10
C6749,Basic,S9013 J3(RANGE:200-350),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 NPN 100nA 120 150MHz 25V 300mW 500mA 5V 600mV NPN SOT-23 Bipolar (BJT) ROHS,1294653,$0.0122,SMT,10
C8326,Basic,MMBT5401(RANGE:200-300),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 PNP 100MHz 100nA 150V 300 300mW 500mV 5V 600mA PNP SOT-23 Bipolar (BJT) ROHS,696529,$0.0129,SMT,10
C8512,Basic,MMBT2222A 1P,Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 NPN 100 10nA 300MHz 300mW 40V 600mA 6V NPN SOT-23 Bipolar (BJT) ROHS,940585,$0.0135,SMT,10
C8542,Basic,SS8550 Y2(RANGE:200-350),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 PNP 1.5A 100MHz 100nA 200 25V 300mW 500mV 5V PNP SOT-23 Bipolar (BJT) ROHS,1331628,$0.0126,SMT,10
C8543,Basic,S9012 2T1(RANGE:200-350),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 PNP 100nA 120 150MHz 25V 300mW 500mA 5V 600mV PNP SOT-23 Bipolar (BJT) ROHS,438607,$0.0143,SMT,10
C20526,Basic,MMBT3904(RANGE:100-300),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 NPN 100 100nA 200mA 200mW 300MHz 300mV 40V 6V NPN SOT-23 Bipolar (BJT) ROHS,1358689,$0.0089,SMT,10
C105432,Basic,S8550(RANGE:120-200),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-23,-55℃~+150℃ 1 PNP 100nA 120 150MHz 25V 300mW 500mA 5V 600mV PNP SOT-23 Bipolar (BJT) ROHS,512054,$0.0128,SMT,10
C9634,Basic,D882(RANGE:160-320),Changjiang Electronics Tech (CJ),Transistors/Thyristors,Bipolar (BJT),SOT-89-3L,-55℃~+150℃ 1 NPN 160 1uA 30V 3A 500mV 500mW 50MHz 6V NPN SOT-89-3L Bipolar (BJT) ROHS,430819,$0.0476,SMT,5
C7512,Basic,ULN2003ADR,Texas Instruments,Transistors/Thyristors,Darlington Transistor Arrays,SOIC-16,1.7V 15pF 30V 500mA 50V 50uA 50uA Seven channels SOIC-16 Darlington Transistor Arrays ROHS,402827,$0.1267,SMT,1
C8545,Basic,2N7002,Changjiang Electronics Tech (CJ),Transistors/Thyristors,MOSFETs,SOT-23,1 N-channel 115mA 2.5V 225mW 50pF 5pF 5Ω@10V 60V SOT-23 MOSFETs ROHS,2716354,$0.0126,SMT,10
C10487,Basic,SI2301CDS-T1-GE3,Vishay Intertech,Transistors/Thyristors,MOSFETs,SOT-23,-55℃~+150℃ 1 P-Channel 1.6W 10nC@4.5V 142mΩ@2.5V 1V 20V 3.1A 405pF 55pF 75pF P-Channel SOT-23 MOSFETs ROHS,432551,$0.0601,SMT,5
C15127,Basic,AO3401A,Alpha & Omega Semicon,Transistors/Thyristors,MOSFETs,SOT-23,1 P-Channel 14nC@10V 30V 47mΩ@10V、60mΩ@4.5V、85mΩ@2.5V 4A 55pF 645pF 80pF 900mV SOT-23 MOSFETs ROHS,2830530,$0.0553,SMT,5
C20917,Basic,AO3400A,Alpha & Omega Semicon,Transistors/Thyristors,MOSFETs,SOT-23,-55℃~+150℃ 1 N-channel 1.45V 1.4W 30V 48mΩ@2.5V 5.7A 50pF 630pF 75pF 7nC@10V N-Channel SOT-23 MOSFETs ROHS,1814497,$0.0739,SMT,5
C6847463,Preferred,MT25QU512ABB8E12-0AUT,Micron Tech,,,FBGA-24,"-40℃~+125℃ 1.7V~2V 100,000 Cycles 133MHz 15uA 20 Years 512Mbit SPI FBGA-24 NOR FLASH ROHS",5,$22.4281,SMT,1
C30274,Preferred,0402CG6R0C500NT (SMT业务专用),FH(Guangdong Fenghua Advanced Tech),,,0402,50V 6pF C0G 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,400777,$0.0008,SMT,20
C22395516,Preferred,H24VN10U,hongjiacheng,,,DFN1006-2L,,1770,$0.0293,SMT,20
C22395517,Preferred,H4V5H16U,hongjiacheng,,,DFN1610-2L,,68052,$0.0446,SMT,5
C22395518,Preferred,H4V5H22B,hongjiacheng,,,DFN2020-3L,,5925,$0.0868,SMT,5
C19077524,Preferred,SMAJ5.0CA,hongjiacheng,,,DO-214AC(SMA),,194751,$0.0363,SMT,5
C19077532,Preferred,SMAJ12CA,hongjiacheng,,,DO-214AC(SMA),,73660,$0.0277,SMT,5
C19077497,Preferred,SMF5.0A,hongjiacheng,,,SOD-123FL,,1473251,$0.0247,SMT,15
C19077498,Preferred,SMF5.0CA,hongjiacheng,,,SOD-123FL,,339224,$0.0283,SMT,15
C19077501,Preferred,SMF6.5CA,hongjiacheng,,,SOD-123FL,,429999,$0.0283,SMT,15
C19077499,Preferred,SMF6.0A,hongjiacheng,,,SOD-123FL,,521251,$0.0250,SMT,15
C22395520,Preferred,H5VUT1B,hongjiacheng,,,SOT-143,,4968,$0.0462,SMT,5
C19077587,Preferred,SMBJ33CA,hongjiacheng,,,DO-214AA(SMB),,234336,$0.0453,SMT,5
C19077535,Preferred,SMAJ15A,hongjiacheng,,,DO-214AC(SMA),,47491,$0.0335,SMT,5
C18199093,Preferred,M1,hongjiacheng,,,SMA(DO-214AC),,43484,$0.0095,SMT,15
C18199098,Preferred,M6,hongjiacheng,,,SMA(DO-214AC),,14347,$0.0088,SMT,15
C18199100,Preferred,S2M,hongjiacheng,,,SMA(DO-214AC),,9654,$0.0135,SMT,15
C18199090,Preferred,M7F,hongjiacheng,,,SMAF,,3282,$0.0090,SMT,15
C18199105,Preferred,S5MB,hongjiacheng,,,SMB,,136201,$0.0363,SMT,5
C18199112,Preferred,S5BBF,hongjiacheng,,,SMBF,,4323,$0.0351,SMT,5
C18199103,Preferred,S3MC,hongjiacheng,,,SMC,,13435,$0.0430,SMT,2
C18199106,Preferred,S5MC,hongjiacheng,,,SMC,,6388,$0.0430,SMT,2
C18199107,Preferred,S6MC,hongjiacheng,,,SMC,,21687,$0.0576,SMT,2
